ref,transient profile,sensor_data,error,control_signal,ESO 1st order,ESO 2nd order,ESO 3rd order,ESO 4th order
0.000000,0.000000,0.014505,-0.008864,-24.660055,0.012928,0.076393,1482.937622,0.000000
0.000000,0.000000,0.025788,-0.014505,-24.801031,0.022695,0.522904,1488.614014,0.000000
0.000000,0.000000,0.016923,-0.025788,-25.148077,0.019782,0.146443,1483.366089,0.000000
0.000000,0.000000,0.012088,-0.016923,-24.867733,0.014131,-0.381765,1479.615112,0.000000
0.000000,0.000000,0.011282,-0.012088,-24.528727,0.010870,-0.451157,1480.372070,0.000000
0.000000,0.000000,0.009670,-0.011282,-24.495571,0.008924,-0.264927,1481.742432,0.000000
0.000000,0.000000,0.011282,-0.009670,-24.601126,0.010140,0.007798,1483.839600,0.000000
0.000000,0.000000,0.012894,-0.011282,-24.772453,0.012301,0.164753,1484.928101,0.000000
0.000000,0.000000,0.011282,-0.012894,-24.874561,0.011955,0.060676,1483.693237,0.000000
0.000000,0.000000,0.016923,-0.011282,-24.802380,0.015679,0.139140,1485.977539,0.000000
0.000000,0.000000,0.011282,-0.016923,-24.892340,0.012754,-0.079231,1483.274902,0.000000
0.000000,0.000000,0.012894,-0.011282,-24.730785,0.012519,-0.131840,1483.962402,0.000000
0.000000,0.000000,0.012894,-0.012894,-24.715933,0.012456,-0.072249,1484.765259,0.000000
0.000000,0.000000,0.013700,-0.012894,-24.757879,0.013213,0.010796,1485.657593,0.000000
0.000000,0.000000,0.011282,-0.013700,-24.815731,0.011813,-0.058311,1484.682861,0.000000
0.000000,0.000000,0.011282,-0.011282,-24.760830,0.011213,-0.091740,1484.809082,0.000000
0.000000,0.000000,0.010476,-0.011282,-24.744528,0.010419,-0.092447,1484.914795,0.000000
0.000000,0.000000,0.012894,-0.010476,-24.742968,0.012016,0.027313,1486.526733,0.000000
0.000000,0.000000,0.012894,-0.012894,-24.833706,0.012762,0.064382,1486.768311,0.000000
0.000000,0.000000,0.016923,-0.012894,-24.858448,0.015969,0.159294,1488.519287,0.000000
0.000000,0.000000,0.013700,-0.016923,-24.945534,0.014662,0.000815,1486.752563,0.000000
0.000000,0.000000,0.010476,-0.013700,-24.834589,0.011434,-0.226965,1484.994263,0.000000
0.000000,0.000000,0.009670,-0.010476,-24.683084,0.009473,-0.251456,1485.355835,0.000000
0.000000,0.000000,0.011282,-0.009670,-24.669920,0.010218,-0.065577,1487.309082,0.000000
0.000000,0.000000,0.014505,-0.011282,-24.795109,0.013316,0.164458,1489.492065,0.000000
0.000000,0.000000,0.011282,-0.014505,-24.954292,0.012259,0.051807,1487.699097,0.000000
0.000000,0.000000,0.013700,-0.011282,-24.865997,0.013337,0.004735,1488.365601,0.000000
0.000000,0.000000,0.011282,-0.013700,-24.858397,0.011780,-0.097782,1487.451050,0.000000
0.000000,0.000000,0.009670,-0.011282,-24.787767,0.009911,-0.170505,1487.008789,0.000000
0.000000,0.000000,0.012894,-0.009670,-24.738237,0.011675,-0.010278,1489.245361,0.000000
0.000000,0.000000,0.011282,-0.012894,-24.859571,0.011422,0.020602,1488.989380,0.000000
0.000000,0.000000,0.013700,-0.011282,-24.869278,0.013129,0.070999,1490.036987,0.000000
0.000000,0.000000,0.012894,-0.013700,-24.917501,0.013111,0.020735,1489.637695,0.000000
0.000000,0.000000,0.011282,-0.012894,-24.886484,0.011740,-0.094554,1488.797363,0.000000
0.000000,0.000000,0.016923,-0.011282,-24.811615,0.015277,0.081408,1491.818237,0.000000
0.000000,0.000000,0.013700,-0.016923,-24.960276,0.014360,0.024376,1490.605957,0.000000
0.000000,0.000000,0.010476,-0.013700,-24.909065,0.011455,-0.176555,1488.808594,0.000000
0.000000,0.000000,0.012894,-0.010476,-24.771101,0.011989,-0.113005,1490.469604,0.000000
