ref,transient profile,sensor_data,error,control_signal,ESO 1st order,ESO 2nd order,ESO 3rd order,ESO 4th order
1.000000,0.999763,0.303004,0.697565,3.300000,0.302753,-0.090731,-157.167892,0.000000
1.000000,1.000378,0.301392,0.697375,3.300000,0.301497,-0.114392,-157.360977,0.000000
1.000000,0.999763,0.303810,0.698371,3.300000,0.302898,-0.004757,-155.687332,0.000000
1.000000,1.000378,0.299780,0.696569,3.300000,0.300581,-0.107639,-157.158051,0.000000
1.000000,0.999763,0.304615,0.699982,3.300000,0.303278,0.061034,-154.702362,0.000000
1.000000,1.000378,0.307839,0.695763,3.300000,0.306832,0.209014,-152.854370,0.000000
1.000000,0.999762,0.305421,0.691923,3.300000,0.306372,0.115205,-154.599243,0.000000
1.000000,1.000378,0.302198,0.694957,3.300000,0.303602,-0.054177,-157.177032,0.000000
1.000000,0.999762,0.303004,0.697564,3.300000,0.303008,-0.062901,-157.184586,0.000000
1.000000,1.000378,0.301392,0.697374,3.300000,0.301635,-0.104970,-157.631485,0.000000
1.000000,0.999762,0.303810,0.698370,3.300000,0.302955,-0.005495,-156.062393,0.000000
1.000000,1.000377,0.301392,0.696568,3.300000,0.301783,-0.057304,-156.781052,0.000000
1.000000,0.999762,0.300586,0.698370,3.300000,0.300740,-0.084107,-157.063232,0.000000
1.000000,1.000377,0.303810,0.699791,3.300000,0.302783,0.043557,-155.179886,0.000000
1.000000,0.999761,0.298974,0.695952,3.300000,0.300086,-0.096498,-157.219727,0.000000
1.000000,1.000377,0.302198,0.701402,3.300000,0.301387,0.001494,-155.730804,0.000000
1.000000,0.999761,0.302198,0.697563,3.300000,0.301995,0.031155,-155.357910,0.000000
1.000000,1.000377,0.302198,0.698179,3.300000,0.302235,0.033515,-155.427094,0.000000
1.000000,0.999761,0.299780,0.697563,3.300000,0.300512,-0.057592,-156.770844,0.000000
1.000000,1.000376,0.301392,0.700596,3.300000,0.301007,-0.012323,-156.063431,0.000000
1.000000,0.999761,0.306227,0.698369,3.300000,0.304841,0.172307,-153.519302,0.000000
1.000000,1.000376,0.300586,0.694149,3.300000,0.302169,-0.013617,-156.424744,0.000000
1.000000,0.999760,0.299780,0.699174,3.300000,0.300362,-0.092931,-157.492889,0.000000
1.000000,1.000376,0.300586,0.700596,3.300000,0.300270,-0.064135,-156.912048,0.000000
1.000000,0.999760,0.302198,0.699174,3.300000,0.301520,0.017314,-155.667633,0.000000
1.000000,1.000376,0.299780,0.698178,3.300000,0.300281,-0.045935,-156.586456,0.000000
1.000000,0.999760,0.301392,0.699980,3.300000,0.300978,0.004178,-155.826859,0.000000
1.000000,1.000375,0.304615,0.698983,3.300000,0.303686,0.130401,-154.120819,0.000000
1.000000,0.999760,0.300586,0.695144,3.300000,0.301753,-0.006291,-156.261932,0.000000
1.000000,1.000375,0.300586,0.699789,3.300000,0.300872,-0.044731,-156.786438,0.000000
1.000000,0.999759,0.301392,0.699173,3.300000,0.301132,-0.017042,-156.309341,0.000000
1.000000,1.000375,0.300586,0.698983,3.300000,0.300680,-0.032054,-156.482239,0.000000
1.000000,0.999759,0.299780,0.699173,3.300000,0.299925,-0.055737,-156.747589,0.000000
1.000000,1.000375,0.302198,0.700594,3.300000,0.301455,0.036571,-155.384308,0.000000
1.000000,0.999759,0.303004,0.697561,3.300000,0.302705,0.082408,-154.835434,0.000000
1.000000,1.000374,0.297363,0.697371,3.300000,0.298978,-0.120688,-157.799652,0.000000
1.000000,0.999759,0.300586,0.702396,3.300000,0.299835,-0.036898,-156.420471,0.000000
1.000000,1.000374,0.303810,0.699788,3.300000,0.302677,0.109689,-154.342392,0.000000
1.000000,0.999758,0.298974,0.695949,3.300000,0.300240,-0.043118,-156.665039,0.000000
1.000000,1.000374,0.298974,0.701400,3.300000,0.299184,-0.076061,-157.050323,0.000000
