ref,transient profile,sensor_data,error,control_signal,ESO 1st order,ESO 2nd order,ESO 3rd order,ESO 4th order
1.000000,0.999504,0.995238,0.001043,1.075302,0.996068,-0.104595,-65.590210,0.000000
1.000000,1.000119,0.998462,0.004881,1.158918,0.997555,0.005157,-63.926300,0.000000
1.000000,0.999503,1.002491,0.001041,1.070251,1.001294,0.218693,-61.729797,0.000000
1.000000,1.000118,1.014579,-0.002373,0.918718,1.011733,0.622650,-56.505371,0.000000
1.000000,0.999502,1.000879,-0.015077,0.594943,1.005290,0.020226,-64.601532,0.000000
1.000000,1.000117,0.996850,-0.000762,1.047517,0.998725,-0.512032,-68.043762,0.000000
1.000000,0.999501,1.002491,0.002651,1.384453,1.000124,-0.244629,-63.699219,0.000000
1.000000,1.000116,0.997656,-0.002375,1.179860,0.997912,-0.085632,-64.169312,0.000000
1.000000,0.999499,0.992015,0.001844,1.116831,0.993407,-0.205463,-66.725433,0.000000
1.000000,1.000114,0.999267,0.008100,1.236550,0.997218,0.070236,-62.963745,0.000000
1.000000,0.999498,0.993626,0.000231,1.023999,0.994880,0.011032,-65.264618,0.000000
1.000000,1.000113,0.983150,0.006487,1.102036,0.986168,-0.431808,-70.804321,0.000000
1.000000,0.999497,0.955751,0.016347,1.438763,0.962452,-1.377079,-83.104584,0.000000
1.000000,1.000112,0.996850,0.044361,2.191889,0.984394,0.311287,-60.241516,0.000000
1.000000,0.999496,1.000073,0.002646,0.910202,0.997710,1.317139,-55.903809,0.000000
1.000000,1.000111,1.002491,0.000038,0.304116,1.004638,1.008350,-59.844116,0.000000
1.000000,0.999495,0.995238,-0.002996,0.490747,0.999748,-0.011578,-68.121826,0.000000
1.000000,1.000110,1.000073,0.004872,1.142316,0.999462,-0.313526,-66.998962,0.000000
1.000000,0.999493,0.997656,-0.000580,1.268307,0.997331,-0.254925,-66.402466,0.000000
1.000000,1.000108,0.995238,0.002453,1.240338,0.995245,-0.158951,-66.415771,0.000000
1.000000,0.999492,0.993626,0.004254,1.199682,0.993736,-0.095165,-66.616180,0.000000
1.000000,1.000107,0.995238,0.006481,1.180160,0.994668,0.032089,-65.569946,0.000000
1.000000,0.999491,0.992015,0.004253,1.095409,0.992849,-0.030762,-67.100739,0.000000
1.000000,1.000106,1.006520,0.008091,1.160429,1.002875,0.439644,-60.409241,0.000000
1.000000,0.999490,0.996850,-0.007030,0.781633,0.999665,0.151299,-65.577026,0.000000
1.000000,1.000105,0.998462,0.003255,1.021472,0.998926,-0.095554,-66.430145,0.000000
1.000000,0.999489,0.998462,0.001027,1.155463,0.998267,-0.121284,-66.073639,0.000000
1.000000,1.000104,0.995238,0.001642,1.166735,0.995751,-0.157570,-67.014526,0.000000
1.000000,0.999488,0.987180,0.004249,1.207080,0.989030,-0.376057,-70.411774,0.000000
1.000000,1.000103,1.006520,0.012923,1.396811,1.001034,0.374756,-60.342468,0.000000
1.000000,0.999486,0.996044,-0.007034,0.818771,0.998605,0.260647,-65.042816,0.000000
1.000000,1.000101,0.992821,0.004057,0.963680,0.994791,-0.160801,-68.658997,0.000000
1.000000,0.999485,0.996850,0.006665,1.239641,0.995757,-0.124142,-66.653992,0.000000
1.000000,1.000100,1.006520,0.003250,1.187187,1.003505,0.353172,-61.118958,0.000000
1.000000,0.999484,0.996850,-0.007036,0.832871,0.999618,0.081810,-66.200500,0.000000
1.000000,1.000099,0.996044,0.003249,1.065603,0.996975,-0.202507,-67.910248,0.000000
1.000000,0.999483,0.997656,0.003439,1.239118,0.996902,-0.141903,-66.527710,0.000000
1.000000,1.000098,0.975092,0.002442,1.189364,0.980477,-0.784775,-76.413422,0.000000
1.000000,0.999482,1.000073,0.024390,1.724131,0.992891,0.122398,-63.229736,0.000000
1.000000,1.000097,1.004103,0.000023,1.021691,1.002020,0.791431,-59.406921,0.000000
1.000000,0.999480,0.998462,-0.004622,0.598067,1.001455,0.406166,-64.900848,0.000000
1.000000,1.000095,0.998462,0.001634,0.880270,0.999916,-0.076839,-67.571075,0.000000
1.000000,0.999479,0.996850,0.001018,1.161684,0.997255,-0.277760,-68.315491,0.000000
1.000000,1.000094,0.995238,0.003244,1.283487,0.995059,-0.239754,-67.987305,0.000000
1.000000,0.999478,0.995238,0.004240,1.265572,0.994685,-0.077328,-66.971985,0.000000
1.000000,1.000093,0.973480,0.004855,1.173855,0.978889,-0.713089,-76.901245,0.000000
1.000000,0.999477,1.000073,0.025997,1.703550,0.992645,0.211433,-63.266235,0.000000
1.000000,1.000092,1.089524,0.000018,0.980170,1.065446,3.805466,-19.070435,0.000000
1.000000,0.999476,0.996044,-0.090048,-1.768856,1.024410,0.408527,-71.137665,0.000000
1.000000,1.000091,0.997656,0.004047,0.896974,1.003302,-2.158051,-81.500793,0.000000
1.000000,0.999474,1.002491,0.001819,2.387052,0.996767,-1.655491,-70.993652,0.000000
1.000000,1.000089,0.996850,-0.002401,1.995842,0.993476,-0.480106,-64.800415,0.000000
1.000000,0.999473,1.005714,0.002623,1.334549,1.002007,0.562759,-57.994843,0.000000
1.000000,1.000088,1.035531,-0.005626,0.687386,1.028581,1.708565,-45.236938,0.000000
1.000000,0.999472,1.026667,-0.036059,-0.181015,1.031542,1.018429,-54.185486,0.000000
1.000000,1.000087,1.031502,-0.026580,0.292895,1.033287,0.112045,-57.461517,0.000000
1.000000,0.999471,1.026667,-0.032031,0.776727,1.028181,-0.470249,-60.240662,0.000000
1.000000,1.000086,1.029890,-0.026581,1.125942,1.028077,-0.344147,-56.913422,0.000000
1.000000,0.999470,1.029084,-0.030421,1.007615,1.028091,-0.088142,-55.090088,0.000000
1.000000,1.000085,1.027472,-0.029000,0.855747,1.027496,-0.020466,-55.133423,0.000000
1.000000,0.999468,1.029084,-0.028004,0.823678,1.028592,0.024197,-54.230103,0.000000
1.000000,1.000083,1.022637,-0.029001,0.785232,1.024203,-0.216297,-57.104370,0.000000
1.000000,0.999467,1.033919,-0.023170,0.963523,1.030733,0.126682,-51.254791,0.000000
1.000000,1.000082,1.030696,-0.033837,0.678078,1.031138,0.148029,-52.066223,0.000000
1.000000,0.999466,1.038755,-0.031230,0.677453,1.037040,0.281666,-48.919312,0.000000
1.000000,1.000081,1.026667,-0.038674,0.540587,1.030004,-0.227867,-55.044189,0.000000
1.000000,0.999465,1.025861,-0.027202,0.913019,1.026080,-0.461033,-55.446014,0.000000
1.000000,1.000080,1.030696,-0.025781,1.049433,1.028319,-0.131809,-51.083374,0.000000
1.000000,0.999464,1.017802,-0.031232,0.806889,1.020361,-0.339264,-55.780426,0.000000
1.000000,1.000079,1.029084,-0.017724,1.017592,1.025870,0.033768,-49.881104,0.000000
1.000000,0.999462,1.029084,-0.029622,0.716001,1.028499,0.235844,-48.807251,0.000000
1.000000,1.000077,1.018608,-0.029007,0.592881,1.021728,-0.223671,-54.534729,0.000000
1.000000,0.999461,1.029890,-0.019147,0.933518,1.026971,-0.006195,-49.176117,0.000000
1.000000,1.000076,1.025055,-0.029814,0.721742,1.025641,-0.002853,-50.252747,0.000000
1.000000,0.999460,1.029084,-0.025595,0.740745,1.028115,0.073273,-48.473999,0.000000
1.000000,1.000075,1.029890,-0.029009,0.667334,1.029588,0.089043,-47.919586,0.000000
1.000000,0.999459,1.054066,-0.030431,0.642638,1.047871,0.854759,-36.548279,0.000000
1.000000,1.000074,1.027472,-0.053992,0.016766,1.035026,-0.116230,-50.412842,0.000000
1.000000,0.999458,1.029890,-0.028015,0.763011,1.030317,-0.638653,-51.196320,0.000000
1.000000,1.000073,1.027472,-0.029817,1.048538,1.026512,-0.543102,-49.432861,0.000000
1.000000,0.999457,1.027472,-0.028016,0.984923,1.026014,-0.195259,-46.755249,0.000000
1.000000,1.000072,1.022637,-0.027401,0.776346,1.023187,-0.129116,-47.764893,0.000000
1.000000,0.999455,1.021026,-0.023182,0.769493,1.021256,-0.156189,-48.187988,0.000000
1.000000,1.000070,1.027472,-0.020955,0.799177,1.025448,0.108299,-44.472595,0.000000
1.000000,0.999454,1.029084,-0.028018,0.591387,1.028484,0.235989,-43.370728,0.000000
1.000000,1.000069,0.983956,-0.029015,0.502228,0.996029,-1.440319,-65.531433,0.000000
1.000000,0.999453,1.025055,0.015497,1.801184,1.013360,-0.214714,-44.064453,0.000000
1.000000,1.000068,1.025861,-0.024987,0.788342,1.022890,0.820156,-38.612152,0.000000
1.000000,0.999452,1.031502,-0.026409,0.159232,1.031519,0.912788,-38.642792,0.000000
1.000000,1.000067,1.029084,-0.031435,0.084921,1.031723,0.283443,-43.485901,0.000000
1.000000,0.999451,1.029890,-0.029634,0.466746,1.030627,-0.180027,-44.838226,0.000000
1.000000,1.000066,1.022637,-0.029825,0.719711,1.024049,-0.517570,-47.428955,0.000000
1.000000,0.999449,1.029084,-0.023188,0.948394,1.026406,-0.183846,-42.512573,0.000000
1.000000,1.000064,1.024249,-0.029020,0.698621,1.024537,-0.063679,-43.041534,0.000000
1.000000,0.999448,1.027472,-0.024801,0.654053,1.026552,0.063816,-41.352600,0.000000
1.000000,1.000063,1.028278,-0.027409,0.559031,1.027989,0.096508,-40.820465,0.000000
1.000000,0.999447,1.029890,-0.028831,0.526664,1.029574,0.081902,-40.239471,0.000000
1.000000,1.000062,1.029084,-0.029828,0.520403,1.029334,-0.020687,-40.697266,0.000000
1.000000,0.999446,1.027472,-0.029639,0.576207,1.027802,-0.141670,-41.301208,0.000000
1.000000,1.000061,1.029084,-0.027412,0.652800,1.028321,-0.088982,-39.899292,0.000000
1.000000,0.999445,1.025861,-0.029640,0.599711,1.026280,-0.135639,-40.668549,0.000000
1.000000,1.000060,1.067766,-0.025801,0.645042,1.056621,1.323799,-20.212219,0.000000
1.000000,0.999443,1.029084,-0.068322,-0.517382,1.039915,0.077438,-40.091797,0.000000
1.000000,1.000058,1.029084,-0.029026,0.481307,1.031126,-0.941021,-43.839844,0.000000
1.000000,0.999442,1.026667,-0.029642,1.066676,1.025220,-0.873482,-41.185059,0.000000
1.000000,1.000057,1.030696,-0.026609,1.014239,1.027333,-0.176933,-35.011169,0.000000
1.000000,0.999441,1.029084,-0.031255,0.564444,1.028526,0.171192,-33.986328,0.000000
1.000000,1.000056,1.029890,-0.029028,0.376933,1.030000,0.171989,-34.188812,0.000000
1.000000,0.999440,1.025861,-0.030450,0.372083,1.027252,-0.112526,-36.742340,0.000000
1.000000,1.000055,1.027472,-0.025806,0.564771,1.026960,-0.169956,-35.802551,0.000000
1.000000,0.999439,1.030696,-0.028034,0.575648,1.029283,0.015938,-33.209534,0.000000
1.000000,1.000054,1.027472,-0.030642,0.436178,1.028022,-0.027653,-34.217896,0.000000
1.000000,0.999437,1.043590,-0.028035,0.476472,1.039401,0.469093,-26.528625,0.000000
1.000000,1.000052,1.021026,-0.043537,0.067860,1.027054,-0.298588,-37.594177,0.000000
1.000000,0.999436,1.028278,-0.021589,0.667320,1.026783,-0.410416,-34.849396,0.000000
1.000000,1.000051,1.038755,-0.028227,0.678946,1.034676,0.202988,-27.362793,0.000000
1.000000,0.999435,1.027472,-0.039320,0.225783,1.030060,0.007030,-32.112671,0.000000
1.000000,1.000050,1.029084,-0.027422,0.419275,1.029142,-0.165234,-32.219116,0.000000
1.000000,0.999434,1.028278,-0.029650,0.505441,1.028006,-0.181427,-31.718719,0.000000
1.000000,1.000049,1.027472,-0.028230,0.511496,1.027146,-0.133831,-31.118408,0.000000
1.000000,0.999433,1.045202,-0.028040,0.479402,1.040190,0.548229,-21.919495,0.000000
1.000000,1.000048,1.031502,-0.045154,-0.050186,1.035286,0.127769,-28.864777,0.000000
1.000000,0.999431,1.028278,-0.032070,0.284871,1.029982,-0.442654,-31.991364,0.000000
1.000000,1.000046,1.027472,-0.028232,0.634881,1.026810,-0.481651,-30.775757,0.000000
1.000000,0.999430,1.014579,-0.028042,0.643053,1.016619,-0.663113,-34.520874,0.000000
1.000000,1.000045,1.028278,-0.014534,0.833700,1.023611,0.017555,-25.953278,0.000000
1.000000,0.999429,1.026667,-0.028849,0.333388,1.026245,0.324543,-25.179016,0.000000
1.000000,1.000044,1.027472,-0.026623,0.164535,1.027947,0.223858,-26.050537,0.000000
1.000000,0.999428,1.033919,-0.028045,0.219030,1.032762,0.232403,-23.926422,0.000000
1.000000,1.000043,1.030696,-0.033877,0.163748,1.031717,0.005322,-25.799622,0.000000
1.000000,0.999427,1.027472,-0.031269,0.306335,1.028405,-0.259361,-27.510986,0.000000
1.000000,1.000042,1.042784,-0.027431,0.477513,1.038291,0.269020,-19.263519,0.000000
1.000000,0.999426,1.029890,-0.043358,0.045288,1.032909,-0.023426,-24.804779,0.000000
1.000000,1.000041,1.033114,-0.029850,0.301479,1.032744,-0.171577,-24.126038,0.000000
1.000000,0.999424,1.029890,-0.033689,0.360082,1.030133,-0.244598,-24.570770,0.000000
1.000000,1.000039,1.029890,-0.029851,0.414886,1.029306,-0.176262,-23.499176,0.000000
1.000000,0.999423,1.029084,-0.030467,0.364784,1.028726,-0.096455,-22.842224,0.000000
1.000000,1.000038,1.021026,-0.029046,0.319742,1.022783,-0.322838,-26.067535,0.000000
1.000000,0.999422,1.029890,-0.021604,0.502894,1.027144,-0.007538,-21.026581,0.000000
1.000000,1.000037,1.027472,-0.029853,0.252435,1.027504,0.093678,-21.085327,0.000000
1.000000,0.999421,1.033919,-0.028052,0.200831,1.032443,0.247757,-18.375977,0.000000
1.000000,1.000036,1.028278,-0.033884,0.064988,1.029940,-0.020683,-21.426300,0.000000
1.000000,0.999420,1.028278,-0.028859,0.252649,1.028454,-0.199917,-21.747864,0.000000
