ref,transient profile,sensor_data,error,control_signal,ESO 1st order,ESO 2nd order,ESO 3rd order
1.000000,1.000058,1.008269,-0.008211,0.980597,1.007623,0.167686,-62.778320
1.000000,0.999443,1.007932,-0.008489,0.979572,1.007623,0.167686,-62.778320
1.000000,1.000060,1.008065,-0.008005,0.980599,1.007623,0.167686,-62.778320
1.000000,0.999445,1.008392,-0.008948,0.979574,1.007623,0.167686,-62.778320
1.000000,1.000061,1.008676,-0.008616,0.980601,1.007623,0.167686,-62.778320
1.000000,0.999446,1.008074,-0.008628,0.979576,1.007623,0.167686,-62.778320
1.000000,1.000062,1.008294,-0.008232,0.980603,1.007623,0.167686,-62.778320
1.000000,0.999447,1.009016,-0.009569,0.979578,1.007623,0.167686,-62.778320
1.000000,1.000063,1.008475,-0.008411,0.980605,1.007623,0.167686,-62.778320
1.000000,0.999448,1.009173,-0.009725,0.979580,1.007623,0.167686,-62.778320
1.000000,1.000064,1.008929,-0.008865,0.980607,1.007623,0.167686,-62.778320
1.000000,0.999449,1.008824,-0.009375,0.979582,1.007623,0.167686,-62.778320
1.000000,1.000066,1.008839,-0.008774,0.980609,1.007623,0.167686,-62.778320
1.000000,0.999451,1.008640,-0.009189,0.979584,1.007623,0.167686,-62.778320
1.000000,1.000067,1.008573,-0.008506,0.980611,1.007623,0.167686,-62.778320
1.000000,0.999452,1.009364,-0.009912,0.979586,1.007623,0.167686,-62.778320
1.000000,1.000068,1.009308,-0.009240,0.980613,1.007623,0.167686,-62.778320
1.000000,0.999453,1.008941,-0.009488,0.979588,1.007623,0.167686,-62.778320
1.000000,1.000069,1.009259,-0.009190,0.980615,1.007623,0.167686,-62.778320
1.000000,0.999454,1.009216,-0.009762,0.979590,1.007623,0.167686,-62.778320
1.000000,1.000070,1.009392,-0.009322,0.980617,1.007623,0.167686,-62.778320
1.000000,0.999455,1.008801,-0.009346,0.979592,1.007623,0.167686,-62.778320
1.000000,1.000072,1.008819,-0.008748,0.980619,1.007623,0.167686,-62.778320
1.000000,0.999457,1.008729,-0.009272,0.979594,1.007623,0.167686,-62.778320
1.000000,1.000073,1.008650,-0.008577,0.980621,1.007623,0.167686,-62.778320
1.000000,0.999458,1.008263,-0.008805,0.979596,1.007623,0.167686,-62.778320
1.000000,1.000074,1.008033,-0.007959,0.980623,1.007623,0.167686,-62.778320
1.000000,0.999459,1.007728,-0.008269,0.979598,1.007623,0.167686,-62.778320
1.000000,1.000075,1.007675,-0.007600,0.980625,1.007623,0.167686,-62.778320
1.000000,0.999460,1.008479,-0.009018,0.979600,1.007623,0.167686,-62.778320
1.000000,1.000076,1.008433,-0.008357,0.980627,1.007623,0.167686,-62.778320
1.000000,0.999461,1.008393,-0.008932,0.979602,1.007623,0.167686,-62.778320
1.000000,1.000077,1.008677,-0.008600,0.980629,1.007623,0.167686,-62.778320
1.000000,0.999462,1.008499,-0.009037,0.979604,1.007623,0.167686,-62.778320
1.000000,1.000079,1.009300,-0.009222,0.980631,1.007623,0.167686,-62.778320
1.000000,0.999464,1.008934,-0.009470,0.979606,1.007623,0.167686,-62.778320
1.000000,1.000080,1.009041,-0.008961,0.980633,1.007623,0.167686,-62.778320
1.000000,0.999465,1.009133,-0.009668,0.979608,1.007623,0.167686,-62.778320
1.000000,1.000081,1.009001,-0.008920,0.980635,1.007623,0.167686,-62.778320
1.000000,0.999466,1.009842,-0.010376,0.979610,1.007623,0.167686,-62.778320
1.000000,1.000082,1.010679,-0.010597,0.980637,1.007623,0.167686,-62.778320
1.000000,0.999467,1.010874,-0.011407,0.979612,1.007623,0.167686,-62.778320
1.000000,1.000083,1.010725,-0.010642,0.980639,1.007623,0.167686,-62.778320
1.000000,0.999468,1.010383,-0.010915,0.979614,1.007623,0.167686,-62.778320
1.000000,1.000085,1.010724,-0.010639,0.980641,1.007623,0.167686,-62.778320
1.000000,0.999470,1.009533,-0.010063,0.979616,1.007623,0.167686,-62.778320
1.000000,1.000086,1.009454,-0.009369,0.980643,1.007623,0.167686,-62.778320
1.000000,0.999471,1.009280,-0.009809,0.979618,1.007623,0.167686,-62.778320
1.000000,1.000087,1.008810,-0.008723,0.980645,1.007623,0.167686,-62.778320
1.000000,0.999472,1.008721,-0.009249,0.979620,1.007623,0.167686,-62.778320
1.000000,1.000088,1.009599,-0.009511,0.980647,1.007623,0.167686,-62.778320
1.000000,0.999473,1.008875,-0.009401,0.979622,1.007623,0.167686,-62.778320
1.000000,1.000089,1.009202,-0.009112,0.980649,1.007623,0.167686,-62.778320
1.000000,0.999474,1.009061,-0.009586,0.979624,1.007623,0.167686,-62.778320
1.000000,1.000091,1.009681,-0.009591,0.980651,1.007623,0.167686,-62.778320
1.000000,0.999476,1.010221,-0.010745,0.979626,1.007623,0.167686,-62.778320
1.000000,1.000092,1.010158,-0.010066,0.980653,1.007623,0.167686,-62.778320
1.000000,0.999477,1.009997,-0.010520,0.979628,1.007623,0.167686,-62.778320
1.000000,1.000093,1.010282,-0.010189,0.980655,1.007623,0.167686,-62.778320
1.000000,0.999478,1.010530,-0.011052,0.979630,1.007623,0.167686,-62.778320
1.000000,1.000094,1.009577,-0.009483,0.980657,1.007623,0.167686,-62.778320
1.000000,0.999479,1.008962,-0.009482,0.979632,1.007623,0.167686,-62.778320
1.000000,1.000095,1.009171,-0.009075,0.980659,1.007623,0.167686,-62.778320
1.000000,0.999480,1.008821,-0.009341,0.979634,1.007623,0.167686,-62.778320
1.000000,1.000097,1.009580,-0.009484,0.980661,1.007623,0.167686,-62.778320
1.000000,0.999482,1.010133,-0.010651,0.979636,1.007623,0.167686,-62.778320
1.000000,1.000098,1.009338,-0.009240,0.980663,1.007623,0.167686,-62.778320
1.000000,0.999483,1.008860,-0.009378,0.979638,1.007623,0.167686,-62.778320
1.000000,1.000099,1.008871,-0.008772,0.980665,1.007623,0.167686,-62.778320
1.000000,0.999484,1.008986,-0.009502,0.979640,1.007623,0.167686,-62.778320
1.000000,1.000100,1.008342,-0.008242,0.980667,1.007623,0.167686,-62.778320
1.000000,0.999485,1.008527,-0.009042,0.979642,1.007623,0.167686,-62.778320
1.000000,1.000101,1.008793,-0.008692,0.980669,1.007623,0.167686,-62.778320
1.000000,0.999486,1.007326,-0.007839,0.979644,1.007623,0.167686,-62.778320
1.000000,1.000103,1.007432,-0.007329,0.980671,1.007623,0.167686,-62.778320
1.000000,0.999488,1.008480,-0.008992,0.979646,1.007623,0.167686,-62.778320
1.000000,1.000104,1.008115,-0.008012,0.980673,1.007623,0.167686,-62.778320
1.000000,0.999489,1.008118,-0.008629,0.979648,1.007623,0.167686,-62.778320
1.000000,1.000105,1.008438,-0.008333,0.980675,1.007623,0.167686,-62.778320
1.000000,0.999490,1.008398,-0.008908,0.979650,1.007623,0.167686,-62.778320
1.000000,1.000106,1.008044,-0.007938,0.980677,1.007623,0.167686,-62.778320
1.000000,0.999491,1.008799,-0.009308,0.979652,1.007623,0.167686,-62.778320
1.000000,1.000107,1.008923,-0.008816,0.980679,1.007623,0.167686,-62.778320
1.000000,0.999492,1.008925,-0.009433,0.979654,1.007623,0.167686,-62.778320
1.000000,1.000108,1.010095,-0.009987,0.980681,1.007623,0.167686,-62.778320
1.000000,0.999493,1.009943,-0.010449,0.979656,1.007623,0.167686,-62.778320
1.000000,1.000110,1.009810,-0.009701,0.980683,1.007623,0.167686,-62.778320
1.000000,0.999495,1.009058,-0.009563,0.979658,1.007623,0.167686,-62.778320
1.000000,1.000111,1.009573,-0.009462,0.980685,1.007623,0.167686,-62.778320
1.000000,0.999496,1.009383,-0.009887,0.979660,1.007623,0.167686,-62.778320
1.000000,1.000112,1.008581,-0.008469,0.980687,1.007623,0.167686,-62.778320
1.000000,0.999497,1.007779,-0.008282,0.979662,1.007623,0.167686,-62.778320
1.000000,1.000113,1.008356,-0.008243,0.980689,1.007623,0.167686,-62.778320
1.000000,0.999498,1.009601,-0.010103,0.979664,1.007623,0.167686,-62.778320
1.000000,1.000114,1.009832,-0.009718,0.980691,1.007623,0.167686,-62.778320
1.000000,0.999499,1.008971,-0.009471,0.979666,1.007623,0.167686,-62.778320
1.000000,1.000116,1.009073,-0.008957,0.980693,1.007623,0.167686,-62.778320
1.000000,0.999501,1.010011,-0.010510,0.979668,1.007623,0.167686,-62.778320
1.000000,1.000117,1.010612,-0.010496,0.980695,1.007623,0.167686,-62.778320
1.000000,0.999502,1.009542,-0.010040,0.979670,1.007623,0.167686,-62.778320
1.000000,1.000118,1.009250,-0.009132,0.980697,1.007623,0.167686,-62.778320
1.000000,0.999503,1.009209,-0.009706,0.979672,1.007623,0.167686,-62.778320
1.000000,1.000119,1.008961,-0.008842,0.980699,1.007623,0.167686,-62.778320
1.000000,0.999504,1.008958,-0.009454,0.979674,1.007623,0.167686,-62.778320
1.000000,1.000120,1.009061,-0.008941,0.980701,1.007623,0.167686,-62.778320
1.000000,0.999505,1.008939,-0.009433,0.979676,1.007623,0.167686,-62.778320
