ref,transient profile,sensor_data,error,control_signal,ESO 1st order,ESO 2nd order,ESO 3rd order,ESO 4th order
0.900000,0.898261,0.919058,-0.020797,-1.491771,0.918399,-0.009478,88.359528,0.000000
0.900000,0.902109,0.919114,-0.017006,-1.487666,0.918399,-0.009478,88.359528,0.000000
0.900000,0.898262,0.919270,-0.021008,-1.491769,0.918399,-0.009478,88.359528,0.000000
0.900000,0.902110,0.919298,-0.017188,-1.487665,0.918399,-0.009478,88.359528,0.000000
0.900000,0.898263,0.919217,-0.020954,-1.491768,0.918399,-0.009478,88.359528,0.000000
0.900000,0.902111,0.919253,-0.017141,-1.487664,0.918399,-0.009478,88.359528,0.000000
0.900000,0.898265,0.919390,-0.021125,-1.491766,0.918399,-0.009478,88.359528,0.000000
0.900000,0.902113,0.919296,-0.017184,-1.487662,0.918399,-0.009478,88.359528,0.000000
0.900000,0.898266,0.919003,-0.020737,-1.491765,0.918399,-0.009478,88.359528,0.000000
0.900000,0.902114,0.918961,-0.016846,-1.487661,0.918399,-0.009478,88.359528,0.000000
0.900000,0.898267,0.918924,-0.020656,-1.491764,0.918399,-0.009478,88.359528,0.000000
0.900000,0.902115,0.918786,-0.016670,-1.487659,0.918399,-0.009478,88.359528,0.000000
0.900000,0.898269,0.918984,-0.020715,-1.491762,0.918399,-0.009478,88.359528,0.000000
0.900000,0.902117,0.919050,-0.016934,-1.487658,0.918399,-0.009478,88.359528,0.000000
0.900000,0.898270,0.919002,-0.020732,-1.491761,0.918399,-0.009478,88.359528,0.000000
0.900000,0.902118,0.918960,-0.016841,-1.487656,0.918399,-0.009478,88.359528,0.000000
0.900000,0.898272,0.919029,-0.020758,-1.491759,0.918399,-0.009478,88.359528,0.000000
0.900000,0.902120,0.918983,-0.016864,-1.487655,0.918399,-0.009478,88.359528,0.000000
0.900000,0.898273,0.918943,-0.020671,-1.491758,0.918399,-0.009478,88.359528,0.000000
0.900000,0.902121,0.919334,-0.017213,-1.487653,0.918399,-0.009478,88.359528,0.000000
0.900000,0.898274,0.919142,-0.020867,-1.491756,0.918399,-0.009478,88.359528,0.000000
0.900000,0.902122,0.918975,-0.016852,-1.487652,0.918399,-0.009478,88.359528,0.000000
0.900000,0.898276,0.918936,-0.020660,-1.491755,0.918399,-0.009478,88.359528,0.000000
0.900000,0.902124,0.918902,-0.016779,-1.487650,0.918399,-0.009478,88.359528,0.000000
0.900000,0.898277,0.918661,-0.020384,-1.491753,0.918399,-0.009478,88.359528,0.000000
0.900000,0.902125,0.918557,-0.016432,-1.487649,0.918399,-0.009478,88.359528,0.000000
0.900000,0.898278,0.918786,-0.020508,-1.491752,0.918399,-0.009478,88.359528,0.000000
0.900000,0.902126,0.918560,-0.016434,-1.487647,0.918399,-0.009478,88.359528,0.000000
0.900000,0.898280,0.918470,-0.020190,-1.491750,0.918399,-0.009478,88.359528,0.000000
0.900000,0.902128,0.918498,-0.016370,-1.487646,0.918399,-0.009478,88.359528,0.000000
