ref,transient profile,sensor_data,error,control_signal,ESO 1st order,ESO 2nd order,ESO 3rd order,ESO 4th order
2.000000,1.999798,1.082223,0.917777,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000414,1.123857,0.876143,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999799,1.160110,0.839890,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000415,1.191586,0.808414,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999800,1.216048,0.783952,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000416,1.228684,0.771316,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999801,1.229779,0.770221,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000417,1.220430,0.779570,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999802,1.201799,0.798201,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000418,1.175111,0.824889,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999803,1.141426,0.858574,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000419,1.101667,0.898333,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999804,1.056103,0.943897,-2.049338,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000420,1.006243,0.993757,1.191569,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999805,0.954246,1.045754,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000421,0.906551,1.093449,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999806,0.864930,1.135070,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000422,0.828899,1.171101,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999807,0.803669,1.196331,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000423,0.790047,1.209953,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999808,0.786396,1.213604,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000424,0.790342,1.209658,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999809,0.803431,1.196569,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000425,0.822759,1.177241,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999810,0.847399,1.152601,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000426,0.877075,1.122925,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999810,0.911017,1.088983,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000427,0.948769,1.051231,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999811,0.990148,1.009852,2.237740,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000427,1.034039,0.965961,-0.615157,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999812,1.080854,0.919146,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000428,1.122880,0.877120,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999813,1.159369,0.840631,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000429,1.191367,0.808633,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999814,1.216388,0.783612,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000430,1.229405,0.770595,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999815,1.231148,0.768852,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000431,1.222362,0.777638,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999816,1.204326,0.795674,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000432,1.178260,0.821740,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999817,1.144904,0.855096,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000433,1.105112,0.894888,-3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999818,1.060156,0.939844,-2.312758,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000434,1.010187,0.989813,0.935247,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999819,0.957351,1.042649,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000435,0.909035,1.090965,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999820,0.867192,1.132808,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000436,0.830757,1.169243,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999821,0.804751,1.195249,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000437,0.790455,1.209545,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999822,0.786220,1.213780,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000438,0.790614,1.209386,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999823,0.802923,1.197077,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000439,0.821788,1.178212,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999824,0.846237,1.153763,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000440,0.875747,1.124253,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999825,0.909758,1.090242,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000441,0.947358,1.052642,3.300000,1.007621,-0.035431,70.475586,0.000000
2.000000,1.999826,0.988286,1.011714,2.358804,1.007621,-0.035431,70.475586,0.000000
2.000000,2.000442,1.032847,0.967153,-0.537655,1.007621,-0.035431,70.475586,0.000000
