ref,transient profile,sensor_data,error,control_signal,ESO 1st order,ESO 2nd order,ESO 3rd order
1.000000,0.999506,1.002810,-0.003304,-1.208120,1.006338,-0.031441,72.401367
1.000000,1.000122,1.002662,-0.002540,-1.207094,1.006338,-0.031441,72.401367
1.000000,0.999506,1.002745,-0.003239,-1.208120,1.006338,-0.031441,72.401367
1.000000,1.000122,1.002606,-0.002484,-1.207094,1.006338,-0.031441,72.401367
1.000000,0.999506,1.002591,-0.003084,-1.208120,1.006338,-0.031441,72.401367
1.000000,1.000122,1.002577,-0.002456,-1.207094,1.006338,-0.031441,72.401367
1.000000,0.999506,1.002460,-0.002954,-1.208120,1.006338,-0.031441,72.401367
1.000000,1.000122,1.002464,-0.002342,-1.207095,1.006338,-0.031441,72.401367
1.000000,0.999506,1.002361,-0.002855,-1.208121,1.006338,-0.031441,72.401367
1.000000,1.000121,1.002378,-0.002257,-1.207095,1.006338,-0.031441,72.401367
1.000000,0.999506,1.002393,-0.002887,-1.208121,1.006338,-0.031441,72.401367
1.000000,1.000121,1.002512,-0.002391,-1.207095,1.006338,-0.031441,72.401367
1.000000,0.999506,1.002509,-0.003004,-1.208121,1.006338,-0.031441,72.401367
1.000000,1.000121,1.002401,-0.002279,-1.207095,1.006338,-0.031441,72.401367
1.000000,0.999506,1.002413,-0.002907,-1.208121,1.006338,-0.031441,72.401367
1.000000,1.000121,1.002423,-0.002302,-1.207095,1.006338,-0.031441,72.401367
1.000000,0.999505,1.002538,-0.003033,-1.208121,1.006338,-0.031441,72.401367
1.000000,1.000121,1.002532,-0.002411,-1.207096,1.006338,-0.031441,72.401367
1.000000,0.999505,1.002633,-0.003127,-1.208122,1.006338,-0.031441,72.401367
1.000000,1.000121,1.002720,-0.002599,-1.207096,1.006338,-0.031441,72.401367
1.000000,0.999505,1.002478,-0.002972,-1.208122,1.006338,-0.031441,72.401367
1.000000,1.000121,1.002479,-0.002359,-1.207096,1.006338,-0.031441,72.401367
1.000000,0.999505,1.002375,-0.002870,-1.208122,1.006338,-0.031441,72.401367
1.000000,1.000121,1.002496,-0.002375,-1.207096,1.006338,-0.031441,72.401367
1.000000,0.999505,1.002495,-0.002990,-1.208122,1.006338,-0.031441,72.401367
1.000000,1.000121,1.002389,-0.002268,-1.207096,1.006338,-0.031441,72.401367
1.000000,0.999505,1.002402,-0.002897,-1.208122,1.006338,-0.031441,72.401367
1.000000,1.000120,1.002308,-0.002187,-1.207097,1.006338,-0.031441,72.401367
1.000000,0.999505,1.002438,-0.002933,-1.208123,1.006338,-0.031441,72.401367
1.000000,1.000120,1.002445,-0.002324,-1.207097,1.006338,-0.031441,72.401367
1.000000,0.999505,1.002345,-0.002840,-1.208123,1.006338,-0.031441,72.401367
1.000000,1.000120,1.002258,-0.002138,-1.207097,1.006338,-0.031441,72.401367
1.000000,0.999505,1.002182,-0.002678,-1.208123,1.006338,-0.031441,72.401367
1.000000,1.000120,1.002117,-0.001997,-1.207097,1.006338,-0.031441,72.401367
1.000000,0.999504,1.002485,-0.002980,-1.208123,1.006338,-0.031441,72.401367
1.000000,1.000120,1.002698,-0.002578,-1.207097,1.006338,-0.031441,72.401367
1.000000,0.999504,1.002670,-0.003166,-1.208123,1.006338,-0.031441,72.401367
1.000000,1.000120,1.002753,-0.002633,-1.207098,1.006338,-0.031441,72.401367
1.000000,0.999504,1.002506,-0.003002,-1.208124,1.006338,-0.031441,72.401367
1.000000,1.000120,1.002610,-0.002491,-1.207098,1.006338,-0.031441,72.401367
1.000000,0.999504,1.002913,-0.003409,-1.208124,1.006338,-0.031441,72.401367
1.000000,1.000120,1.002964,-0.002844,-1.207098,1.006338,-0.031441,72.401367
1.000000,0.999504,1.002901,-0.003397,-1.208124,1.006338,-0.031441,72.401367
1.000000,1.000119,1.002741,-0.002621,-1.207098,1.006338,-0.031441,72.401367
1.000000,0.999504,1.002602,-0.003098,-1.208124,1.006338,-0.031441,72.401367
1.000000,1.000119,1.002375,-0.002255,-1.207098,1.006338,-0.031441,72.401367
1.000000,0.999504,1.002390,-0.002886,-1.208124,1.006338,-0.031441,72.401367
1.000000,1.000119,1.002297,-0.002178,-1.207098,1.006338,-0.031441,72.401367
1.000000,0.999504,1.002429,-0.002925,-1.208125,1.006338,-0.031441,72.401367
1.000000,1.000119,1.002437,-0.002318,-1.207099,1.006338,-0.031441,72.401367
1.000000,0.999503,1.002869,-0.003365,-1.208125,1.006338,-0.031441,72.401367
1.000000,1.000119,1.002500,-0.002381,-1.207099,1.006338,-0.031441,72.401367
1.000000,0.999503,1.002605,-0.003102,-1.208125,1.006338,-0.031441,72.401367
1.000000,1.000119,1.002484,-0.002365,-1.207099,1.006338,-0.031441,72.401367
1.000000,0.999503,1.002591,-0.003088,-1.208125,1.006338,-0.031441,72.401367
1.000000,1.000119,1.002259,-0.002141,-1.207099,1.006338,-0.031441,72.401367
1.000000,0.999503,1.002290,-0.002787,-1.208125,1.006338,-0.031441,72.401367
1.000000,1.000119,1.002422,-0.002304,-1.207100,1.006338,-0.031441,72.401367
1.000000,0.999503,1.002431,-0.002928,-1.208126,1.006338,-0.031441,72.401367
1.000000,1.000118,1.002439,-0.002321,-1.207100,1.006338,-0.031441,72.401367
1.000000,0.999503,1.002234,-0.002731,-1.208126,1.006338,-0.031441,72.401367
1.000000,1.000118,1.002161,-0.002043,-1.207100,1.006338,-0.031441,72.401367
1.000000,0.999503,1.002099,-0.002596,-1.208126,1.006338,-0.031441,72.401367
1.000000,1.000118,1.002150,-0.002032,-1.207100,1.006338,-0.031441,72.401367
1.000000,0.999503,1.002195,-0.002692,-1.208126,1.006338,-0.031441,72.401367
1.000000,1.000118,1.002128,-0.002010,-1.207100,1.006338,-0.031441,72.401367
1.000000,0.999502,1.002176,-0.002673,-1.208126,1.006338,-0.031441,72.401367
1.000000,1.000118,1.002323,-0.002205,-1.207101,1.006338,-0.031441,72.401367
1.000000,0.999502,1.002345,-0.002843,-1.208127,1.006338,-0.031441,72.401367
1.000000,1.000118,1.002258,-0.002140,-1.207101,1.006338,-0.031441,72.401367
1.000000,0.999502,1.002395,-0.002893,-1.208127,1.006338,-0.031441,72.401367
