ref,transient profile,sensor_data,error,control_signal,ESO 1st order,ESO 2nd order,ESO 3rd order,ESO 4th order
1.000000,1.000422,1.004295,-0.003873,1.181263,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999809,1.004164,-0.004355,1.178965,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000427,1.003625,-0.003197,1.181284,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999815,1.003688,-0.003873,1.178985,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000433,1.003530,-0.003097,1.181304,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999820,1.003924,-0.004104,1.179006,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000438,1.003947,-0.003509,1.181325,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999826,1.003649,-0.003824,1.179026,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000444,1.003921,-0.003477,1.181345,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999831,1.002883,-0.003052,1.179047,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000449,1.003469,-0.003019,1.181366,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999837,1.003234,-0.003397,1.179067,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000455,1.003454,-0.002999,1.181386,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999842,1.003434,-0.003592,1.179088,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000460,1.003416,-0.002955,1.181407,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999848,1.003931,-0.004083,1.179109,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000466,1.003847,-0.003381,1.181428,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999853,1.003987,-0.004134,1.179129,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000471,1.004109,-0.003637,1.181448,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999858,1.006338,-0.006479,1.179150,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000477,1.004981,-0.004504,1.181469,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999864,1.004972,-0.005108,1.179170,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000482,1.004857,-0.004375,1.181489,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999869,1.004970,-0.005101,1.179191,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000488,1.004750,-0.004262,1.181510,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999875,1.004664,-0.004789,1.179211,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000493,1.004484,-0.003991,1.181530,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999880,1.004434,-0.004553,1.179232,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000499,1.005240,-0.004741,1.181551,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999886,1.005302,-0.005416,1.179253,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000504,1.005144,-0.004640,1.181571,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999891,1.005113,-0.005222,1.179273,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000510,1.006254,-0.005744,1.181592,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999897,1.005971,-0.006074,1.179294,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000515,1.005831,-0.005315,1.181613,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999902,1.005709,-0.005807,1.179314,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000521,1.006453,-0.005932,1.181633,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999908,1.005188,-0.005280,1.179335,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000526,1.005894,-0.005368,1.181654,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999913,1.005870,-0.005957,1.179356,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000532,1.007761,-0.007230,1.181674,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999919,1.007492,-0.007573,1.179376,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000537,1.007788,-0.007251,1.181695,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999924,1.006559,-0.006635,1.179397,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000543,1.006767,-0.006224,1.181715,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999930,1.006628,-0.006698,1.179417,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000548,1.006083,-0.005535,1.181736,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999935,1.005715,-0.005780,1.179438,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000554,1.004760,-0.004206,1.181757,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999941,1.004885,-0.004945,1.179458,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000559,1.004357,-0.003798,1.181777,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999946,1.004536,-0.004590,1.179479,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000565,1.004054,-0.003490,1.181798,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999952,1.004379,-0.004427,1.179500,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000570,1.004661,-0.004091,1.181818,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999957,1.004588,-0.004630,1.179520,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000576,1.004524,-0.003948,1.181839,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999963,1.004787,-0.004824,1.179541,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000581,1.004697,-0.004116,1.181859,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999968,1.004725,-0.004756,1.179561,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000587,1.004961,-0.004375,1.181880,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999974,1.005167,-0.005193,1.179582,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000592,1.005664,-0.005072,1.181900,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999979,1.005670,-0.005691,1.179602,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000597,1.005357,-0.004760,1.181921,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999985,1.005511,-0.005526,1.179623,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000603,1.005537,-0.004934,1.181942,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999990,1.005667,-0.005677,1.179643,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999996,1.005586,-0.005591,1.179664,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000613,1.006347,-0.005734,1.181979,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999999,1.006263,-0.006264,1.179676,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000614,1.006297,-0.005683,1.181983,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999998,1.006220,-0.006223,1.179672,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000613,1.005835,-0.005222,1.181978,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999997,1.005925,-0.005929,1.179668,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000612,1.005791,-0.005180,1.181974,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999995,1.005781,-0.005786,1.179663,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000610,1.005560,-0.004950,1.181969,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999994,1.005899,-0.005905,1.179659,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000609,1.006618,-0.006009,1.181965,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999993,1.006286,-0.006293,1.179654,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000608,1.006423,-0.005815,1.181960,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999992,1.006224,-0.006232,1.179650,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000607,1.006263,-0.005656,1.181956,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999991,1.007358,-0.007368,1.179645,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000606,1.007567,-0.006961,1.181951,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999989,1.007854,-0.007864,1.179641,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000604,1.007253,-0.006649,1.181947,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999988,1.006838,-0.006850,1.179636,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000603,1.006690,-0.006087,1.181943,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999987,1.006667,-0.006680,1.179632,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000602,1.006860,-0.006258,1.181938,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999986,1.007771,-0.007785,1.179627,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000601,1.007394,-0.006793,1.181934,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999985,1.007279,-0.007294,1.179623,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000600,1.007179,-0.006579,1.181929,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999983,1.007304,-0.007321,1.179618,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000598,1.007413,-0.006815,1.181924,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999982,1.007402,-0.007420,1.179614,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000597,1.007073,-0.006476,1.181920,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999981,1.006682,-0.006701,1.179609,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000596,1.007085,-0.006489,1.181916,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999980,1.007436,-0.007456,1.179605,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000595,1.007740,-0.007145,1.181911,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999979,1.007791,-0.007813,1.179600,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000594,1.007411,-0.006818,1.181907,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999977,1.007188,-0.007210,1.179596,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000592,1.007206,-0.006613,1.181902,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999976,1.007009,-0.007033,1.179592,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000591,1.007051,-0.006460,1.181898,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999975,1.007193,-0.007218,1.179587,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000590,1.007423,-0.006833,1.181893,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999974,1.009216,-0.009242,1.179582,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000589,1.009179,-0.008590,1.181889,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999973,1.008829,-0.008856,1.179578,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000588,1.009055,-0.008468,1.181884,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999972,1.008828,-0.008856,1.179574,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000587,1.007780,-0.007194,1.181880,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999970,1.007614,-0.007644,1.179569,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000585,1.007364,-0.006778,1.181875,1.002402,-0.016819,-70.833588,0.000000
1.000000,0.999969,1.007253,-0.007283,1.179565,1.002402,-0.016819,-70.833588,0.000000
1.000000,1.000584,1.007368,-0.006784,1.181871,1.002402,-0.016819,-70.833588,0.000000
