ref,transient profile,sensor_data,error,control_signal,ESO 1st order,ESO 2nd order,ESO 3rd order,ESO 4th order
1.000000,1.000515,0.877147,0.123368,1.212599,0.877150,0.029949,-60.988525,0.000000
1.000000,0.998059,0.877205,0.120854,1.209149,0.877208,0.027615,-60.988525,0.000000
1.000000,1.000528,0.877148,0.123379,1.215652,0.877152,0.020367,-60.988525,0.000000
1.000000,0.998072,0.877205,0.120866,1.208680,0.877209,0.029160,-60.988525,0.000000
1.000000,1.000540,0.877255,0.123285,1.213061,0.877259,0.028053,-60.988525,0.000000
1.000000,0.998084,0.877298,0.120786,1.209563,0.877302,0.025948,-60.988525,0.000000
1.000000,1.000553,0.877229,0.123323,1.215587,0.877233,0.020279,-60.988525,0.000000
1.000000,0.998097,0.877276,0.120821,1.208744,0.877279,0.028721,-60.988525,0.000000
1.000000,1.000566,0.877210,0.123355,1.215474,0.877214,0.020802,-60.988525,0.000000
1.000000,0.998110,0.877153,0.120957,1.211227,0.877156,0.021591,-60.988525,0.000000
1.000000,1.000578,0.877209,0.123369,1.212432,0.877213,0.030483,-60.988525,0.000000
1.000000,0.998122,0.877152,0.120970,1.211747,0.877156,0.020016,-60.988525,0.000000
1.000000,1.000591,0.877209,0.123382,1.212747,0.877212,0.029556,-60.988525,0.000000
1.000000,0.998135,0.877152,0.120983,1.211614,0.877156,0.020504,-60.988525,0.000000
1.000000,1.000603,0.876996,0.123607,1.217403,0.877000,0.016037,-60.988525,0.000000
1.000000,0.998147,0.876967,0.121180,1.210237,0.876970,0.025894,-60.988525,0.000000
1.000000,1.000616,0.877048,0.123568,1.212409,0.877052,0.031601,-60.988525,0.000000
1.000000,0.998160,0.877119,0.121041,1.209567,0.877122,0.027279,-60.988525,0.000000
1.000000,1.000629,0.877074,0.123555,1.215741,0.877077,0.021011,-60.988525,0.000000
1.000000,0.998173,0.877141,0.121032,1.208778,0.877144,0.029724,-60.988525,0.000000
1.000000,1.000641,0.877093,0.123549,1.215533,0.877096,0.021633,-60.988525,0.000000
1.000000,0.998185,0.877157,0.121028,1.208992,0.877160,0.029026,-60.988525,0.000000
1.000000,1.000654,0.877107,0.123547,1.215539,0.877111,0.021606,-60.988525,0.000000
1.000000,0.998198,0.877063,0.121135,1.211313,0.877067,0.022255,-60.988525,0.000000
1.000000,1.000667,0.877026,0.123641,1.214865,0.877029,0.024231,-60.988525,0.000000
1.000000,0.998211,0.876993,0.121218,1.211148,0.876996,0.023216,-60.988525,0.000000
1.000000,1.000679,0.876964,0.123715,1.214991,0.876968,0.024223,-60.988525,0.000000
1.000000,0.998223,0.877046,0.121178,1.208814,0.877049,0.030376,-60.988525,0.000000
1.000000,1.000692,0.877010,0.123682,1.215683,0.877014,0.021858,-60.988525,0.000000
1.000000,0.998236,0.876979,0.121257,1.211325,0.876983,0.022861,-60.988525,0.000000
1.000000,1.000705,0.877059,0.123646,1.212557,0.877062,0.031544,-60.988525,0.000000
1.000000,0.998249,0.877022,0.121227,1.211893,0.877025,0.020908,-60.988525,0.000000
1.000000,1.000717,0.876989,0.123728,1.215214,0.876993,0.023586,-60.988525,0.000000
1.000000,0.998261,0.876961,0.121300,1.211062,0.876965,0.023918,-60.988525,0.000000
1.000000,1.000730,0.877043,0.123687,1.212745,0.877046,0.031166,-60.988525,0.000000
1.000000,0.998274,0.877008,0.121266,1.211930,0.877012,0.020996,-60.988525,0.000000
1.000000,1.000742,0.876871,0.123871,1.217546,0.876875,0.016975,-60.988525,0.000000
1.000000,0.998286,0.876859,0.121428,1.210399,0.876862,0.026688,-60.988525,0.000000
1.000000,1.000755,0.876954,0.123801,1.212596,0.876957,0.032238,-60.988525,0.000000
