ref,transient profile,sensor_data,error,control_signal,ESO 1st order,ESO 2nd order,ESO 3rd order
1.000000,0.999986,0.993220,0.006765,1.200360,0.989907,0.090714,-72.737305
1.000000,1.000601,0.993592,0.007008,1.201386,0.989907,0.090714,-72.737305
1.000000,0.999985,0.993491,0.006494,1.200359,0.989907,0.090714,-72.737305
1.000000,1.000600,0.992659,0.007941,1.201385,0.989907,0.090714,-72.737305
1.000000,0.999984,0.992468,0.007516,1.200358,0.989907,0.090714,-72.737305
1.000000,1.000599,0.993789,0.006811,1.201383,0.989907,0.090714,-72.737305
1.000000,0.999983,0.993555,0.006429,1.200357,0.989907,0.090714,-72.737305
1.000000,1.000599,0.993140,0.007459,1.201382,0.989907,0.090714,-72.737305
1.000000,0.999983,0.992779,0.007204,1.200356,0.989907,0.090714,-72.737305
1.000000,1.000598,0.992784,0.007814,1.201381,0.989907,0.090714,-72.737305
1.000000,0.999982,0.992789,0.007193,1.200354,0.989907,0.090714,-72.737305
1.000000,1.000597,0.992687,0.007910,1.201380,0.989907,0.090714,-72.737305
1.000000,0.999981,0.992598,0.007383,1.200353,0.989907,0.090714,-72.737305
1.000000,1.000597,0.992628,0.007969,1.201379,0.989907,0.090714,-72.737305
1.000000,0.999981,0.992759,0.007221,1.200352,0.989907,0.090714,-72.737305
1.000000,1.000596,0.992874,0.007722,1.201378,0.989907,0.090714,-72.737305
1.000000,0.999980,0.992973,0.007007,1.200351,0.989907,0.090714,-72.737305
1.000000,1.000595,0.992847,0.007749,1.201376,0.989907,0.090714,-72.737305
1.000000,0.999979,0.992843,0.007136,1.200350,0.989907,0.090714,-72.737305
1.000000,1.000594,0.992840,0.007754,1.201375,0.989907,0.090714,-72.737305
1.000000,0.999978,0.992413,0.007566,1.200348,0.989907,0.090714,-72.737305
1.000000,1.000594,0.992573,0.008021,1.201374,0.989907,0.090714,-72.737305
1.000000,0.999978,0.992712,0.007266,1.200347,0.989907,0.090714,-72.737305
1.000000,1.000593,0.993151,0.007442,1.201373,0.989907,0.090714,-72.737305
1.000000,0.999977,0.993850,0.006127,1.200346,0.989907,0.090714,-72.737305
1.000000,1.000592,0.994246,0.006347,1.201372,0.989907,0.090714,-72.737305
1.000000,0.999976,0.993739,0.006237,1.200345,0.989907,0.090714,-72.737305
1.000000,1.000592,0.993406,0.007186,1.201370,0.989907,0.090714,-72.737305
1.000000,0.999976,0.993010,0.006966,1.200344,0.989907,0.090714,-72.737305
1.000000,1.000591,0.992029,0.008561,1.201369,0.989907,0.090714,-72.737305
1.000000,0.999975,0.992134,0.007841,1.200343,0.989907,0.090714,-72.737305
1.000000,1.000590,0.992330,0.008260,1.201368,0.989907,0.090714,-72.737305
1.000000,0.999974,0.992289,0.007685,1.200341,0.989907,0.090714,-72.737305
1.000000,1.000589,0.991828,0.008762,1.201367,0.989907,0.090714,-72.737305
1.000000,0.999973,0.991640,0.008333,1.200340,0.989907,0.090714,-72.737305
1.000000,1.000589,0.991902,0.008687,1.201366,0.989907,0.090714,-72.737305
1.000000,0.999973,0.992341,0.007631,1.200339,0.989907,0.090714,-72.737305
1.000000,1.000588,0.992298,0.008290,1.201364,0.989907,0.090714,-72.737305
