ref,transient profile,sensor_data,error,control_signal,ESO 1st order,ESO 2nd order,ESO 3rd order,ESO 4th order
1.000000,0.999738,0.993407,0.006331,1.191173,0.993446,0.032375,-70.993652,0.000000
1.000000,1.000356,0.993011,0.007345,1.212240,0.993208,0.007889,-71.354767,0.000000
1.000000,0.999743,0.993517,0.006226,1.204565,0.993454,0.013115,-71.239075,0.000000
1.000000,1.000362,0.994062,0.006299,1.189888,0.993952,0.037453,-71.037292,0.000000
1.000000,0.999749,0.993792,0.005956,1.197060,0.993942,0.027412,-71.312042
