ref,transient profile,sensor_data,error,control_signal,ESO 1st order,ESO 2nd order,ESO 3rd order
1.000000,1.000000,0.948041,0.051959,-0.089260,0.948043,0.007481,8.568604
1.000000,0.999385,0.947995,0.051390,-0.084411,0.948006,-0.000572,8.361450
1.000000,1.000000,0.947955,0.052045,-0.081660,0.947959,-0.004318,8.295044
1.000000,0.999385,0.947920,0.051464,-0.082539,0.947921,-0.002998,8.291016
1.000000,1.000000,0.947784,0.052216,-0.077107,0.947795,-0.008217,8.090820
1.000000,0.999385,0.947666,0.051719,-0.075555,0.947670,-0.010986,8.007812
1.000000,1.000000,0.947563,0.052437,-0.074971,0.947564,-0.009144,7.991333
1.000000,0.999385,0.947580,0.051804,-0.080508,0.947572,0.000332,8.141479
1.000000,1.000000,0.947914,0.052087,-0.095306,0.947885,0.025944,8.664551
1.000000,0.999385,0.947991,0.051394,-0.089477,0.948008,0.020653,8.346924
1.000000,1.000000,0.948057,0.051943,-0.081795,0.948069,0.006977,8.126587
1.000000,0.999385,0.948009,0.051375,-0.076551,0.948020,-0.003765,7.936890
1.000000,1.000000,0.948074,0.051926,-0.079982,0.948065,0.001698,8.097290
1.000000,0.999385,0.948236,0.051149,-0.087743,0.948224,0.014668,8.318848
1.000000,1.000000,0.948270,0.051730,-0.082834,0.948281,0.010784,8.118286
1.000000,0.999385,0.948194,0.051190,-0.074717,0.948211,-0.003517,7.810913
1.000000,1.000000,0.948128,0.051872,-0.071787,0.948131,-0.008423,7.753174
1.000000,0.999385,0.948177,0.051208,-0.078289,0.948166,0.001472,7.953247
1.000000,1.000000,0.948007,0.051993,-0.069926,0.948025,-0.006420,7.618286
1.000000,0.999385,0.948178,0.051207,-0.080290,0.948157,0.006851,7.993164
1.000000,1.000000,0.948220,0.051780,-0.079631,0.948223,0.011005,7.926514
1.000000,0.999385,0.948044,0.051340,-0.067314,0.948071,-0.007832,7.440430
1.000000,1.000000,0.947998,0.052002,-0.066697,0.947995,-0.010445,7.486816
1.000000,0.999385,0.947958,0.051427,-0.070369,0.947953,-0.003574,7.567383
1.000000,1.000000,0.947923,0.052078,-0.070037,0.947924,-0.000248,7.538818
1.000000,0.999385,0.947786,0.051598,-0.064614,0.947799,-0.007645,7.292969
1.000000,1.000000,0.947880,0.052120,-0.070969,0.947865,0.002468,7.557739
1.000000,0.999385,0.948068,0.051317,-0.079854,0.948054,0.018089,7.805054
1.000000,1.000000,0.947912,0.052088,-0.064885,0.947943,-0.000397,7.230713
1.000000,0.999385,0.947989,0.051395,-0.067612,0.947982,-0.001404,7.367554
1.000000,1.000000,0.947844,0.052156,-0.061435,0.947857,-0.007214,7.131470
1.000000,0.999385,0.947930,0.051454,-0.068604,0.947917,0.002319,7.375366
1.000000,1.000000,0.947686,0.052314,-0.056646,0.947712,-0.010647,6.904907
1.000000,0.999385,0.948006,0.051379,-0.075231,0.947968,0.013733,7.598511
1.000000,1.000000,0.947858,0.052142,-0.063837,0.947885,0.004559,7.097168
1.000000,0.999385,0.947836,0.051548,-0.060113,0.947843,-0.005035,6.980957
1.000000,1.000000,0.947817,0.052183,-0.060545,0.947815,-0.003223,7.020874
1.000000,0.999385,0.947801,0.051584,-0.062071,0.947801,0.000103,7.024048
1.000000,1.000000,0.947893,0.052107,-0.065606,0.947886,0.007843,7.154053
1.000000,0.999385,0.947973,0.051412,-0.066829,0.947973,0.010654,7.140259
1.000000,1.000000,0.947936,0.052064,-0.059781,0.947949,0.001671,6.893066
1.000000,0.999385,0.947904,0.051481,-0.057585,0.947908,-0.003773,6.806152
1.000000,1.000000,0.947876,0.052124,-0.057148,0.947876,-0.002789,6.806641
1.000000,0.999385,0.947852,0.051533,-0.058023,0.947852,-0.000771,6.791016
1.000000,1.000000,0.947937,0.052063,-0.061596,0.947929,0.006882,6.925049
1.000000,0.999385,0.948011,0.051374,-0.062990,0.948011,0.010052,6.916504
1.000000,1.000000,0.948075,0.051925,-0.060807,0.948079,0.008282,6.847168
1.000000,0.999385,0.948237,0.051148,-0.064965,0.948230,0.013161,6.974365
1.000000,1.000000,0.948377,0.051623,-0.065232,0.948377,0.015625,6.983398
1.000000,0.999385,0.948287,0.051097,-0.054915,0.948310,-0.000492,6.571045
1.000000,1.000000,0.948315,0.051685,-0.054592,0.948312,-0.002762,6.625000
1.000000,0.999385,0.948021,0.051364,-0.043350,0.948046,-0.018372,6.162231
1.000000,1.000000,0.947871,0.052129,-0.042850,0.947869,-0.019203,6.195435
1.000000,0.999385,0.948060,0.051325,-0.060779,0.948028,0.009472,6.791504
1.000000,1.000000,0.948118,0.051882,-0.060324,0.948123,0.016479,6.692383
1.000000,0.999385,0.948168,0.051217,-0.055712,0.948179,0.008327,6.494995
1.000000,1.000000,0.948105,0.051895,-0.047979,0.948118,-0.003593,6.253052
1.000000,0.999385,0.948051,0.051334,-0.047120,0.948053,-0.006763,6.213867
1.000000,1.000000,0.948428,0.051572,-0.066524,0.948389,0.023949,6.935303
1.000000,0.999385,0.948650,0.050735,-0.068697,0.948653,0.032242,6.885010
1.000000,1.000000,0.948630,0.051370,-0.052693,0.948660,0.008118,6.325562
1.000000,0.999385,0.948188,0.051197,-0.028123
