ref,transient profile,sensor_data,error,control_signal,ESO 1st order,ESO 2nd order,ESO 3rd order
1.000000,0.999460,1.006069,-0.006609,-1.222401,1.005746,-0.009735,72.900391
1.000000,1.000076,1.006341,-0.006265,-1.221375,1.005746,-0.009735,72.900391
1.000000,0.999460,1.005940,-0.006480,-1.222400,1.005746,-0.009735,72.900391
1.000000,1.000076,1.006122,-0.006047,-1.221374,1.005746,-0.009735,72.900391
1.000000,0.999460,1.006175,-0.006714,-1.222400,1.005746,-0.009735,72.900391
1.000000,1.000076,1.006220,-0.006144,-1.221374,1.005746,-0.009735,72.900391
1.000000,0.999461,1.006366,-0.006905,-1.222400,1.005746,-0.009735,72.900391
1.000000,1.000076,1.006280,-0.006204,-1.221373,1.005746,-0.009735,72.900391
1.000000,0.999461,1.006206,-0.006745,-1.222399,1.005746,-0.009735,72.900391
1.000000,1.000077,1.006353,-0.006277,-1.221373,1.005746,-0.009735,72.900391
1.000000,0.999461,1.006269,-0.006808,-1.222399,1.005746,-0.009735,72.900391
1.000000,1.000077,1.006196,-0.006119,-1.221373,1.005746,-0.009735,72.900391
1.000000,0.999461,1.006238,-0.006777,-1.222398,1.005746,-0.009735,72.900391
1.000000,1.000077,1.006063,-0.005986,-1.221372,1.005746,-0.009735,72.900391
1.000000,0.999462,1.006017,-0.006556,-1.222398,1.005746,-0.009735,72.900391
1.000000,1.000077,1.005871,-0.005794,-1.221372,1.005746,-0.009735,72.900391
1.000000,0.999462,1.006063,-0.006601,-1.222398,1.005746,-0.009735,72.900391
1.000000,1.000077,1.006123,-0.006045,-1.221371,1.005746,-0.009735,72.900391
1.000000,0.999462,1.006069,-0.006607,-1.222397,1.005746,-0.009735,72.900391
1.000000,1.000078,1.006022,-0.005944,-1.221371,1.005746,-0.009735,72.900391
1.000000,0.999462,1.005875,-0.006413,-1.222397,1.005746,-0.009735,72.900391
1.000000,1.000078,1.005748,-0.005670,-1.221371,1.005746,-0.009735,72.900391
1.000000,0.999462,1.005744,-0.006281,-1.222396,1.005746,-0.009735,72.900391
1.000000,1.000078,1.005740,-0.005661,-1.221370,1.005746,-0.009735,72.900391
1.000000,0.999463,1.005736,-0.006274,-1.222396,1.005746,-0.009735,72.900391
1.000000,1.000078,1.005733,-0.005655,-1.221370,1.005746,-0.009735,72.900391
1.000000,0.999463,1.005625,-0.006162,-1.222396,1.005746,-0.009735,72.900391
1.000000,1.000079,1.005637,-0.005558,-1.221369,1.005746,-0.009735,72.900391
1.000000,0.999463,1.005647,-0.006184,-1.222395,1.005746,-0.009735,72.900391
1.000000,1.000079,1.005762,-0.005683,-1.221369,1.005746,-0.009735,72.900391
1.000000,0.999463,1.005756,-0.006292,-1.222395,1.005746,-0.009735,72.900391
1.000000,1.000079,1.005856,-0.005777,-1.221369,1.005746,-0.009735,72.900391
1.000000,0.999464,1.005944,-0.006480,-1.222394,1.005746,-0.009735,72.900391
1.000000,1.000079,1.006020,-0.005940,-1.221368,1.005746,-0.009735,72.900391
1.000000,0.999464,1.006192,-0.006728,-1.222394,1.005746,-0.009735,72.900391
1.000000,1.000080,1.006023,-0.005943,-1.221368,1.005746,-0.009735,72.900391
1.000000,0.999464,1.006195,-0.006730,-1.222394,1.005746,-0.009735,72.900391
1.000000,1.000080,1.006875,-0.006795,-1.221367,1.005746,-0.009735,72.900391
1.000000,0.999464,1.006722,-0.007257,-1.222393,1.005746,-0.009735,72.900391
1.000000,1.000080,1.006483,-0.006403,-1.221367,1.005746,-0.009735,72.900391
1.000000,0.999465,1.006382,-0.006917,-1.222393,1.005746,-0.009735,72.900391
1.000000,1.000080,1.006400,-0.006319,-1.221367,1.005746,-0.009735,72.900391
1.000000,0.999465,1.006203,-0.006738,-1.222392,1.005746,-0.009735,72.900391
1.000000,1.000081,1.006139,-0.006058,-1.221366,1.005746,-0.009735,72.900391
1.000000,0.999465,1.006189,-0.006724,-1.222392,1.005746,-0.009735,72.900391
1.000000,1.000081,1.006233,-0.006152,-1.221366,1.005746,-0.009735,72.900391
1.000000,0.999465,1.006058,-0.006593,-1.222392,1.005746,-0.009735,72.900391
1.000000,1.000081,1.006013,-0.005932,-1.221365,1.005746,-0.009735,72.900391
1.000000,0.999466,1.005867,-0.006402,-1.222391,1.005746,-0.009735,72.900391
1.000000,1.000081,1.005953,-0.005872,-1.221365,1.005746,-0.009735,72.900391
1.000000,0.999466,1.005922,-0.006456,-1.222391,1.005746,-0.009735,72.900391
1.000000,1.000082,1.005788,-0.005707,-1.221365,1.005746,-0.009735,72.900391
1.000000,0.999466,1.005779,-0.006312,-1.222390,1.005746,-0.009735,72.900391
1.000000,1.000082,1.005770,-0.005688,-1.221364,1.005746,-0.009735,72.900391
1.000000,0.999466,1.005869,-0.006403,-1.222390,1.005746,-0.009735,72.900391
1.000000,1.000082,1.005742,-0.005660,-1.221364,1.005746,-0.009735,72.900391
1.000000,0.999467,1.005632,-0.006166,-1.222390,1.005746,-0.009735,72.900391
1.000000,1.000082,1.005537,-0.005455,-1.221363,1.005746,-0.009735,72.900391
1.000000,0.999467,1.005667,-0.006200,-1.222389,1.005746,-0.009735,72.900391
1.000000,1.000082,1.005779,-0.005697,-1.221363,1.005746,-0.009735,72.900391
1.000000,0.999467,1.005877,-0.006410,-1.222389,1.005746,-0.009735,72.900391
1.000000,1.000083,1.005961,-0.005879,-1.221363,1.005746,-0.009735,72.900391
1.000000,0.999467,1.006141,-0.006674,-1.222388,1.005746,-0.009735,72.900391
1.000000,1.000083,1.006085,-0.006002,-1.221362,1.005746,-0.009735,72.900391
1.000000,0.999467,1.006142,-0.006675,-1.222388,1.005746,-0.009735,72.900391
1.000000,1.000083,1.006192,-0.006109,-1.221362,1.005746,-0.009735,72.900391
1.000000,0.999468,1.006129,-0.006661,-1.222388,1.005746,-0.009735,72.900391
1.000000,1.000083,1.006074,-0.005991,-1.221361,1.005746,-0.009735,72.900391
1.000000,0.999468,1.006133,-0.006665,-1.222387,1.005746,-0.009735,72.900391
1.000000,1.000084,1.005972,-0.005888,-1.221361,1.005746,-0.009735,72.900391
1.000000,0.999468,1.005938,-0.006470,-1.222387,1.005746,-0.009735,72.900391
1.000000,1.000084,1.005908,-0.005824,-1.221361,1.005746,-0.009735,72.900391
1.000000,0.999468,1.005989,-0.006521,-1.222386,1.005746,-0.009735,72.900391
